Applicant ID,Name,Budget,Primary Skill,Secondary Skill,Project Location,Company,Time Zone,Work Hours,Avablity
134537,Javagal,8 LPA,"HTML,CSS",SQL,India,Examination Management Services,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134539,Venktesh,12 LPA,Java,React JS,India,Examination Management Services,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134540,Debashish,13 LPA,Python,Angular JS,India,National Health Care Associates,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134541,Naman,8 LPA,Angular JS,Ruby,India,"Prestige Care, Inc.",Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134542,Romesh,9 LPA,"C, C++",Java,India,"Prestige Care, Inc.",Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
134543,Ramesh,8 LPA,"HTML,CSS",SQL,India,"Prestige Care, Inc.",Indian Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134544,Chaminda,6.5 LPA,Node JS,PHP,India,Wyndham Hotel Group,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
134545,Marvan,9 LPA,PHP,Perl,India,Wyndham Hotel Group,Indian Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134547,Ranatunga,10 LPA,SQL,CSS,India,Olive Garden,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134548,Angelo,7.5 LPA,React JS,Java,India,Mercy Health,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134550,Dilhara,8 LPA,Perl,Angular JS,India,Recover Health,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
134551,Tilkaratene,9 LPA,AWS,CSS,India,The Goddard School,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134552,Kaluvithana,8 LPA,"HTML,CSS",Perl,India,The Goddard School,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134553,Muthaiaa,9 LPA,"C, C++",Angular JS,India,Weed Man,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134554,Murlitharan,8 LPA,AWS,HTML,India,HCA-Mountain,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134555,Roshan,9 LPA,"HTML,CSS",SQL,India,HCA-Mountain,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134556,Mahanama,10 LPA,"C, C++",AWS,India,National Recoveries,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
134557,Dharamsena,11 LPA,"HTML,CSS",SQL,India,Jo-Ann Fabric and Craft Stores,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
134558,Sangakara,12 LPA,Perl,Angular JS,India,Sports Authority,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
134559,Jayawardene,8 LPA,GIT,Angular JS,India,Sports Authority,Indian Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134560,Mathews,9 LPA,"HTML,CSS",AWS,India,NA,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
134561,Chandana,8 LPA,PHP,CSS,India,20/20 Express,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134563,Upul,9 LPA,Java,HTML,India,"Maxim Healthcare Services, Inc",Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134564,Tharanga,8 LPA,"HTML,CSS",PHP,India,Dart Container,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134566,Rajverdhan,9 LPA,Java,HTML,India,UPS,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
134567,Senanayake,8 LPA,"HTML,CSS",SQL,India,UPS,Indian Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134568,Brian,9 LPA,"HTML,CSS",Perl,Peru,UPS,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134569,Lara,9 LPA,GIT,CSS,Peru,UPS,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134571,Curtely ,8 LPA,Perl,GIT,Colombia,UPS,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134572,Ambrose,7.5 LPA,AWS,Azure,Brazil,UPS,Eastren Standrad Time,Night Shift-10 pm to 7 am,Part Time
134574,Garry,3 LPA,AWS,GIT,Brazil,Guthrie Healthcare System,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134575,Sobers,9 LPA,Docker,Kotlin,Argentina,UPS,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134576,Ian,9 LPA,Java,React JS,Argentina,UPS,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134577,Bishop,5 LPA,Python,Angular JS,Argentina,UPS,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134578,Chris,5 LPA,Angular JS,Ruby,Argentina,UPS,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134579,Gayel,4 LPA,"C, C++",Java,Argentina,Firestone Complete Auto Care,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134580,Carl,5 LPA,"HTML,CSS",Perl,Argentina,Firestone Complete Auto Care,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134581,Hooper,2 LPA,Node JS,PHP,Argentina,Firestone Complete Auto Care,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134582,Ramnaresh,5 LPA,Perl,SQL,Argentina,Murphy USA,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134583,Sarwan,6.5 LPA,SQL,CSS,Argentina,Murphy USA,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134589,Shivnarein,3 LPA,React JS,AWS,Argentina,HCA-Capital DIvision,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134590,Chanderpaul,3 LPA,Java,Angular JS,Colombia,HCA-Capital DIvision,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134591,Dwayen,2 LPA,Angular JS,CSS,Colombia,HCA-Capital DIvision,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134593,Bravo,10 LPA,"HTML,CSS",React JS,Colombia,KeyBank,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134594,Darren,15 LPA,"C, C++",AWS,Colombia,KeyBank,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134595,Bravo,12 LPA,React JS,HTML,Colombia,KeyBank,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134597,Kiron,15 LPA,"HTML,CSS",SQL,Colombia,KeyBank,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134598,Pollard,8 LPA,AWS,PHP,Colombia,KeyBank,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134599,Steve,8 LPA,"HTML,CSS",SQL,Colombia,HCA Physician Services,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136396,Waugh,9 LPA,Java,Angular JS,Colombia,BAYADA HOME HEALTH CARE,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136397,Mark,8.5 LPA,Java,Angular JS,Colombia,BAYADA HOME HEALTH CARE,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136398,Waugh,7.5 LPA,React JS,Java,Colombia,BAYADA HOME HEALTH CARE,Eastren Standrad Time,Night Shift-10 pm to 7 am,Part Time
136399,Grant,8 LPA,PHP,CSS,Colombia,BAYADA HOME HEALTH CARE,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136400,Jones,9 LPA,Java,HTML,Alberta,Claremont University Consortium,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136401,Andy,10 LPA,"HTML,CSS",PHP,British Colombia,Belmont Village Westwood,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136402,Flower,12 LPA,Java,HTML,Alberta,Belmont Village Westwood,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136403,Ian,13 LPA,"HTML,CSS",SQL,British Colombia,Belmont Village Westwood,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136404,Chappel,8 LPA,Java,React JS,Alberta,Decton Group of companies,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136405,Matthew,12 LPA,Python,Angular JS,Alberta,Wells Fargo,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136406,Hayden,13 LPA,Angular JS,Ruby,Alberta,Wells Fargo,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136407,Adam,8 LPA,"C, C++",Java,British  Colombia,Wells Fargo,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136408,Gilchrist,9 LPA,"HTML,CSS",SQL,British Colombia,Wells Fargo,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136409,Glenn,8 LPA,Node JS,PHP,Alberta,Wells Fargo,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136410,McGrath,6.5 LPA,PHP,Perl,Alberta,Wells Fargo,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136411,Jason,9 LPA,SQL,CSS,Alberta,Wells Fargo,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136412,Gillesspie,10 LPA,React JS,Java,Alberta,Wells Fargo,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136413,Brett,7.5 LPA,Perl,Angular JS,Alberta,Wells Fargo,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136414,Lee,8 LPA,AWS,CSS,Alberta,Wells Fargo,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136415,Andy,9 LPA,"HTML,CSS",Perl,British Colombia,Wells Fargo,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136416,Bichel,8 LPA,"C, C++",Angular JS,British  Colombia,Wells Fargo,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136417,Michael,9 LPA,AWS,HTML,Alberta,Murphy USA,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136419,Kasporwichz,8 LPA,"HTML,CSS",SQL,British Colombia,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136420,Balwinder,9 LPA,"C, C++",AWS,British  Colombia,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136421,Sandhu,10 LPA,"HTML,CSS",SQL,British Colombia,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136422,Kapil,11 LPA,Perl,Angular JS,Alberta,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136423,Dev,12 LPA,GIT,Angular JS,Alberta,Reddaway,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136424,Sunil,8 LPA,"HTML,CSS",AWS,British Colombia,OfficeTeam,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136425,Gavaskar,9 LPA,PHP,CSS,Alberta,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136426,Kriss,8 LPA,Java,HTML,Alberta,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136427,Srikanth,9 LPA,"HTML,CSS",PHP,British Colombia,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136428,Danny,8 LPA,Java,HTML,Alberta,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136429,Morrison,9 LPA,"HTML,CSS",SQL,British Colombia,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136430,Martin,8 LPA,"HTML,CSS",Perl,British Colombia,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136431,Crowe,9 LPA,GIT,CSS,Alberta,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136432,Joel,9 LPA,Perl,GIT,Alberta,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136433,Garner,8 LPA,AWS,Azure,Alberta,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136434,Gordon,7.5 LPA,AWS,GIT,Alberta,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136435,Grinidge,3 LPA,Docker,Kotlin,Alberta,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136436,Steven,9 LPA,"HTML,CSS",Perl,Peru,Accountemps,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136437,Harmission,9 LPA,GIT,CSS,Peru,Accountemps,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136438,Marcus,8 LPA,Perl,GIT,Colombia,Accountemps,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136439,Terscotick,7.5 LPA,AWS,Azure,Brazil,Accountemps,Eastren Standrad Time,Night Shift-10 pm to 7 am,Part Time
136440,Andrew,3 LPA,AWS,GIT,Brazil,Accountemps,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136441,Srtrauss,9 LPA,Docker,Kotlin,Argentina,Accountemps,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136442,Jimmy,9 LPA,Java,React JS,Argentina,Accountemps,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136443,Anderson,5 LPA,Python,Angular JS,Argentina,Accountemps,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136444,Stuart,5 LPA,Angular JS,Ruby,Argentina,Accountemps,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136445,Board,4 LPA,"C, C++",Java,Argentina,Accountemps,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136446,Chris,5 LPA,"HTML,CSS",Perl,Argentina,Accountemps,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136447,Board,2 LPA,Node JS,PHP,Argentina,Accountemps,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136448,Darren,5 LPA,Perl,SQL,Argentina,Accountemps,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136449,Gough,6.5 LPA,SQL,CSS,Argentina,Accountemps,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136450,Monty,3 LPA,React JS,AWS,Argentina,Accountemps,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136451,Panesar,3 LPA,Java,Angular JS,Colombia,Accountemps,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136452,Chris,2 LPA,Angular JS,CSS,Colombia,Accountemps,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136453,Woaks,10 LPA,"HTML,CSS",React JS,Colombia,Accountemps,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136454,Steven,15 LPA,"C, C++",AWS,Colombia,Accountemps,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136455,Gerrad,12 LPA,React JS,HTML,Colombia,Accountemps,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136456,Wasim,15 LPA,"HTML,CSS",SQL,Colombia,Accountemps,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136457,Akram,8 LPA,AWS,PHP,Colombia,Accountemps,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136458,Waqr,8 LPA,"HTML,CSS",SQL,Colombia,Accountemps,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136459,Younis,9 LPA,Java,Angular JS,Colombia,Accountemps,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136460,Saqlain,8.5 LPA,Java,Angular JS,Colombia,Accountemps,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136461,Maustq,7.5 LPA,React JS,Java,Colombia,Accountemps,Eastren Standrad Time,Night Shift-10 pm to 7 am,Part Time
136462,Shane,8 LPA,PHP,CSS,Colombia,Accountemps,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136463,Bond,9 LPA,Java,HTML,Alberta,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136464,Shane,10 LPA,"HTML,CSS",PHP,British Colombia,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136465,Warne,12 LPA,Java,HTML,Alberta,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136466,Paul,13 LPA,"HTML,CSS",SQL,British Colombia,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136468,Strang,8 LPA,Java,React JS,Alberta,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136469,Shaun,12 LPA,Python,Angular JS,Alberta,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136470,Pollouck,13 LPA,Angular JS,Ruby,Alberta,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136471,Nike,8 LPA,"C, C++",Java,British  Colombia,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136472,Boyje,9 LPA,"HTML,CSS",SQL,British Colombia,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136473,Makhya,8 LPA,Node JS,PHP,Alberta,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136474,Nitini,6.5 LPA,PHP,Perl,Alberta,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136475,Lungi,9 LPA,SQL,CSS,Alberta,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136476,Ngidi,10 LPA,React JS,Java,Alberta,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136477,Hamilton,7.5 LPA,Perl,Angular JS,Alberta,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136478,Masakadza,8 LPA,AWS,CSS,Alberta,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136479,Tatenda,9 LPA,"HTML,CSS",Perl,British Colombia,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136480,Taibu,8 LPA,"C, C++",Angular JS,British  Colombia,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136481,Heath,9 LPA,AWS,HTML,Alberta,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136482,Streak,8 LPA,"HTML,CSS",SQL,British Colombia,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136483,Henry,9 LPA,"C, C++",AWS,British  Colombia,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136484,Olanga,10 LPA,"HTML,CSS",SQL,British Colombia,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136485,Douglas,11 LPA,Perl,Angular JS,Alberta,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136486,Hondo,12 LPA,GIT,Angular JS,Alberta,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136487,Morne,8 LPA,"HTML,CSS",AWS,British Colombia,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136488,Morkel,9 LPA,PHP,CSS,Alberta,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136489,Albie,8 LPA,Java,HTML,Alberta,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136490,Morkel,9 LPA,"HTML,CSS",PHP,British Colombia,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136491,Alvero,8 LPA,Java,HTML,Alberta,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136492,Pertersan,9 LPA,"HTML,CSS",SQL,British Colombia,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136493,Andrew,8 LPA,"HTML,CSS",Perl,British Colombia,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136494,Filntoff,9 LPA,GIT,CSS,Alberta,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136495,Yuvraj,9 LPA,Perl,GIT,Alberta,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136496,Singh,8 LPA,AWS,Azure,Alberta,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136497,Harbhajan,7.5 LPA,AWS,GIT,Alberta,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136498,Singh,3 LPA,Docker,Kotlin,Alberta,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136499,Amit Kumar,5 LPA,Java,React JS,India,Accountemps,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136500,Aniket M,5 LPA,Python,Angular JS,India,Accountemps,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136501,Sandeep,4 LPA,Angular JS,Ruby,India,Accountemps,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136502,Sandesh,5 LPA,"C, C++",Java,India,Accountemps,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136503,Sumant,2 LPA,"HTML,CSS",Perl,India,Accountemps,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136504,Vijay,5 LPA,Node JS,PHP,India,Accountemps,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136505,Dilip,6.5 LPA,Perl,SQL,India,Accountemps,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136506,Suraj,3 LPA,SQL,CSS,India,Accountemps,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136507,Ranga,3 LPA,React JS,AWS,India,Accountemps,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136508,Rajesh,2 LPA,Java,Angular JS,India,Hooper Holmes,Indian Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136509,Sunil,10 LPA,Angular JS,CSS,India,Hooper Holmes,Indian Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136510,Ankit,15 LPA,"HTML,CSS",React JS,India,Hooper Holmes,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136511,Varun,12 LPA,"C, C++",AWS,India,Hooper Holmes,Indian Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136512,Aditya,15 LPA,React JS,HTML,India,Hooper Holmes,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136513,Sourav,8 LPA,"HTML,CSS",SQL,India,Hooper Holmes,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136514,Sachin,8 LPA,AWS,PHP,India,Hooper Holmes,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136515,Rahul,9 LPA,"HTML,CSS",SQL,India,Hooper Holmes,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136516,Laxman,8.5 LPA,Java,Angular JS,India,Hooper Holmes,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136517,Virender,7.5 LPA,Java,Angular JS,India,Hooper Holmes,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136518,Mahender,8 LPA,React JS,Java,India,Hooper Holmes,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
136519,Ajit,9 LPA,PHP,CSS,India,Hooper Holmes,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136520,Zaheer,10 LPA,Java,HTML,India,Hooper Holmes,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
136521,Balaji,12 LPA,"HTML,CSS",PHP,India,Hooper Holmes,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136522,Anil,13 LPA,Java,HTML,India,Hooper Holmes,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136523,Javagal,8 LPA,"HTML,CSS",SQL,India,Hooper Holmes,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136524,Venktesh,12 LPA,Java,React JS,India,Hooper Holmes,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136525,Debashish,13 LPA,Python,Angular JS,India,Hooper Holmes,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136526,Naman,8 LPA,Angular JS,Ruby,India,Hooper Holmes,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136527,Romesh,9 LPA,"C, C++",Java,India,Hooper Holmes,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
136528,Ramesh,8 LPA,"HTML,CSS",SQL,India,Hooper Holmes,Indian Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136529,Chaminda,6.5 LPA,Node JS,PHP,India,Hooper Holmes,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
136530,Marvan,9 LPA,PHP,Perl,India,Hooper Holmes,Indian Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136531,Ranatunga,10 LPA,SQL,CSS,India,Hooper Holmes,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136532,Angelo,7.5 LPA,React JS,Java,India,Hooper Holmes,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136533,Dilhara,8 LPA,Perl,Angular JS,India,Hooper Holmes,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
136534,Tilkaratene,9 LPA,AWS,CSS,India,Hooper Holmes,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136535,Kaluvithana,8 LPA,"HTML,CSS",Perl,India,Hooper Holmes,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136536,Muthaiaa,9 LPA,"C, C++",Angular JS,India,Hooper Holmes,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136537,Murlitharan,8 LPA,AWS,HTML,India,Hooper Holmes,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136538,Roshan,9 LPA,"HTML,CSS",SQL,India,Hooper Holmes,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136539,Mahanama,10 LPA,"C, C++",AWS,India,Hooper Holmes,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
136540,Dharamsena,11 LPA,"HTML,CSS",SQL,India,Hooper Holmes,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
136541,Sangakara,12 LPA,Perl,Angular JS,India,Hooper Holmes,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
136542,Jayawardene,8 LPA,GIT,Angular JS,India,Hooper Holmes,Indian Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136543,Mathews,9 LPA,"HTML,CSS",AWS,India,Hooper Holmes,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
136544,Chandana,8 LPA,PHP,CSS,India,Hooper Holmes,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136545,Upul,9 LPA,Java,HTML,India,Hooper Holmes,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136546,Tharanga,8 LPA,"HTML,CSS",PHP,India,OfficeTeam,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136547,Rajverdhan,9 LPA,Java,HTML,India,Hooper Holmes,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
136548,Senanayake,8 LPA,"HTML,CSS",SQL,India,Hooper Holmes,Indian Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136549,Brian,9 LPA,"HTML,CSS",Perl,Peru,Hooper Holmes,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136550,Lara,9 LPA,GIT,CSS,Peru,OfficeTeam,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136551,Curtely ,8 LPA,Perl,GIT,Colombia,OfficeTeam,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
